alpha,beta,coefficient
11111110111111001100,11001110111111111100,-0.0066754064159273768
11110111111111001100,11011110111111101100,0.010834585644982953
11101111111111001100,11111110111011101100,0.012608668923614112
11101111111111001100,11101110111011111100,-0.0010971077922879231
11111111111010101100,11111111111010101100,-0.010674387777334687
11111111111010101100,11011111111011101100,0.040535457283441705
11111111111010101100,11011011111111101100,0.017560583743277569
11111111111010101100,01011111111111101100,-0.014680297219787891
11111110111110101100,11111110111111001100,0.0090691258190209786
11111110111110101100,11111110111110101100,0.025731806010313236
11111110111110101100,11110111111110101100,-0.0080399663950638592
11111110111110101100,11011110111111101100,-0.071564323649465203
11111110111110101100,11010111111111101100,0.022717953834396048
11111110111110101100,10011110111111111100,0.0023643317033679007
11111110111110101100,11101110111111101010,0.0014681583567872337
11111011111110101100,11011111111011101100,0.01782292091244822
11110111111110101100,11111110111110101100,-0.0080399663950638349
11110111111110101100,11011110111111101100,0.022450015068840538
11101111111110101100,11111110111011101100,0.019002869155574014
11101111111110101100,11101111111011101100,0.0076302789399808465
11101111111110101100,11111010111111101100,-0.0079823722501492587
01111111111110101100,11011111111011101100,0.015136364279654169
11111110111011101100,11101111111111001100,0.012608668923614775
11111110111011101100,11101111111110101100,0.019002869155573036
11111110111011101100,11001111111111101100,-0.088188920607871757
11110111111011101100,11001111111111101100,0.028357529889081547
11101111111011101100,11101111111111100100,0.045804482661055419
11101111111011101100,11101111111110101100,0.0076302789399819151
11101111111011101100,11101111111011101100,0.14605280786894811
11101111111011101100,11011110111111101100,-0.0017265782340799671
11101111111011101100,11101101111111101100,-0.034233038195474796
11101111111011101100,11101011111111101100,0.072905240456276166
11101111111011101100,01101111111111101100,-0.054102074550908666
11101111111011101100,10101111111011111100,-0.0093179060509135155
11101111111011101100,11011111111011101010,-0.0040035190470153505
11101111111011101100,11101110111111101010,0.00097147419694686621
11011111111011101100,11011111111111100100,-0.041244705518959569
11011111111011101100,11111111111011001100,0.015607670825863666
11011111111011101100,11111111111010101100,0.040535457283442732
11011111111011101100,11111011111110101100,0.01782292091245035
11011111111011101100,01111111111110101100,0.015136364279655395
11011111111011101100,11011111111011101100,-0.13106578646532313
11011111111011101100,11101110111111101100,-0.00011807235680436943
11011111111011101100,11011101111111101100,0.03152196747426473
